id,region,name,rating,address,phone,food_type,price,parking,hour,img_url_1,img_url_2,img_url_3
782,노원구,쭈꾸미달인,3.3,서울특별시 노원구 상계로 71-1,02-937-3912,해산물 요리,만원-2만원,무료주차 가능,16:00 - 01:30,"https://mp-seoul-image-production-s3.mangoplate.com/43570/68038_14371684103272747?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1982616_1629176606937777.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1982616_1629177254398892.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
783,노원구,쭈꾸미달인2,3.2,서울특별시 노원구 상계로5길 3,02-938-3912,해산물 요리,만원-2만원,주차공간없음,17:00 - 02:00,"https://mp-seoul-image-production-s3.mangoplate.com/94489/76247_143600533916838716?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/sources/web/restaurants/94489/2071658_1633052258541?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/sources/web/restaurants/94489/2070978_1632963380620?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
784,노원구,스시쟁이,3.2,서울특별시 노원구 공릉로 197,02-972-5944,회 / 스시,만원-2만원,주차공간없음,11:30 - 23:00,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/387295_1444179259132.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/2050161_1637976889488573.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/2050161_1637976889856119.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
785,노원구,서가앤쿡,3.1,서울특별시 노원구 상계로 64,02-3392-4208,퓨전 양식,만원-2만원,주차공간없음,"월-토: 10:30 - 22:30
일: 10:30 - 22:00","https://mp-seoul-image-production-s3.mangoplate.com/14075/reviews/b1e3b870107f.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/653082_1603705740337978.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/408471_1603460261393155.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
786,노원구,닭한마리,3.1,서울특별시 노원구 동일로 1020,02-972-7459,닭 / 오리 요리,만원-2만원,주차공간없음,11:30 - 22:40,"https://mp-seoul-image-production-s3.mangoplate.com/42978/reviews/66ef6bc515ac.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/42978/569295_1641218347062_12643?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/42978/569295_1641218347062_12645?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
787,노원구,상상과자점,3.1,서울특별시 노원구 동일로186길 77-7,02-977-8838,베이커리,만원 미만,무료주차 가능,11:00 - 23:00,"https://mp-seoul-image-production-s3.mangoplate.com/337195/458314_1510456735380_4772?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/337195/1333814_1631703773099_37878?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/337195/489917_1602406760845_9025?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
788,도봉구,이코이,4.3,서울특별시 도봉구 도봉로112길 20,02-991-2344,돈부리 / 일본 카레 / 벤토,만원-2만원,주차공간없음,"월-금: 17:30 - 24:00
토: 13:00 - 24:00","https://mp-seoul-image-production-s3.mangoplate.com/1276058_1615904068273379.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/413517/420913_1637924118468_17679?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/413517/420913_1637924118468_17680?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
789,도봉구,하이쿠,4.3,서울특별시 도봉구 도봉로114길 40 1F,02-907-0613,돈부리 / 일본 카레 / 벤토,만원-2만원,주차공간없음,12:00 - 21:00,"https://mp-seoul-image-production-s3.mangoplate.com/353919/855261_1570871629531_13166?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1968189_1636938191151990.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/353919/1603492_1636025970259_25913?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
790,도봉구,쌍문동판다쓰,4.2,서울특별시 도봉구 우이천로24길 49 다온쉐르빌,02-6052-1578,정통 중식 / 일반 중식,만원 미만,주차공간없음,11:30 - 22:00,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/593796_1519790194755381.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/2029203_1632902744784890.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/2029203_1632902745128648.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
791,도봉구,멘야코노하카레,4.1,서울특별시 도봉구 우이천로20길 7 103동 1F,02-999-5746,돈부리 / 일본 카레 / 벤토,만원 미만,주차공간없음,11:30 - 15:00,"https://mp-seoul-image-production-s3.mangoplate.com/400317/698672_1595853622308_7025?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1968189_1637121874705253.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1968189_1637121875834897.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
792,도봉구,마쯔무라돈까스,4.1,서울특별시 도봉구 노해로63길 84 B1,02-990-9801,까스 요리,만원 미만,주차공간없음,10:30 - 19:30,"https://mp-seoul-image-production-s3.mangoplate.com/777980_1599356536241183.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/43382/859121_1602726269884_6074?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/777980_1599356537180029.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
793,도봉구,쌍문동커피,4.1,서울특별시 도봉구 도봉로116길 5,010-7405-0707,카페 / 디저트,만원 미만,주차공간없음,"월-금: 10:00 - 23:00
토-일: 10:30 - 23:00","https://mp-seoul-image-production-s3.mangoplate.com/679704_1602307577651756.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/47875_1637288661754763.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/47875_1637288727469316.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
794,도봉구,참만두,4.1,서울특별시 도봉구 노해로 383 KB국민은행 창동지점 앞,010-2247-8432,한정식 / 백반 / 정통 한식,만원 미만,주차공간없음,16:00 - 01:00,"https://mp-seoul-image-production-s3.mangoplate.com/47875_1613306445563281.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/147811_1633084255792039.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/147811_1633084258050600.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
795,도봉구,면장우동,4.1,서울특별시 도봉구 도봉로118길 10,070-4115-1115,라멘 / 소바 / 우동,만원 미만,11:30 - 21:30,15:00 - 17:00,"https://mp-seoul-image-production-s3.mangoplate.com/1211388_1597666106846988.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1968189_1637909645660567.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/353480/698672_1630898876118_12518?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
796,도봉구,수정각,4,서울특별시 도봉구 도봉로157길 7,02-954-5183,정통 중식 / 일반 중식,만원 미만,주차공간없음,11:30 - 20:30,"https://mp-seoul-image-production-s3.mangoplate.com/27597_1607072059130376.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1047892_1639382628898656.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1047892_1639382631253278.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
797,도봉구,겨리,4,서울특별시 도봉구 도봉로112길 29 1F,02-900-3200,돈부리 / 일본 카레 / 벤토,만원-2만원,식당 홈페이지로 가기,,"https://mp-seoul-image-production-s3.mangoplate.com/1968189_1628397146983265.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1968189_1628397151361737.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1968189_1626854890381738.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
798,도봉구,수정궁,4,서울특별시 도봉구 방학로 173,02-3491-0440,딤섬 / 만두,만원 미만,무료주차 가능,17:00 - 24:00,"https://mp-seoul-image-production-s3.mangoplate.com/1968189_1634693433344899.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/43583/90579_1639825240341_50230?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/43583/90579_1639825240341_50231?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
799,도봉구,쉐프마인드,3.9,서울특별시 도봉구 노해로 384 동아상가 1F,02-992-1691,이자카야 / 오뎅 / 꼬치,만원-2만원,무료주차 가능,11:00 - 24:00,"https://mp-seoul-image-production-s3.mangoplate.com/330199/627630_1501247044407_627630_1501246974527_627630_1501245134377_627630_1501245088424_210142?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1454700_1639456556059195.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1968189_1630745167960557.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
800,도봉구,원성반점,3.9,서울특별시 도봉구 노해로 233-1,02-992-4955,정통 중식 / 일반 중식,만원 미만,주차공간없음,10:30 - 21:30,"https://mp-seoul-image-production-s3.mangoplate.com/460278_1604443571647115.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1515134_1635483739079993.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1515134_1635483741782661.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
801,도봉구,트라토리아진,3.9,서울특별시 도봉구 도봉로110길 39-9,02-6052-0529,이탈리안,만원 미만,주차공간없음,11:30 - 22:00,"https://mp-seoul-image-production-s3.mangoplate.com/291253/704481_1492958296803_704481_1492958225933_704481_1492958064589_12951?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1984465_1632049527334311.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/291253/1975926_1632049526311_25002?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
802,도봉구,김화자카페,3.9,서울특별시 도봉구 도봉로114길 50,02-905-2570,카페 / 디저트,만원 미만,주차공간없음,11:00 - 22:00,"https://mp-seoul-image-production-s3.mangoplate.com/336145/627630_1508753836383_627630_1508750615132_627630_1508750388581_627630_1508750150027_245210?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/47875_1623120251014656.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/47875_1623120253958142.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
803,도봉구,도본,3.9,서울특별시 도봉구 우이천로 288-3 1F,070-7543-3557,카페 / 디저트,만원 미만,주차공간없음,10:00 - 22:00,"https://mp-seoul-image-production-s3.mangoplate.com/389864/753280_1630149382579_10066?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/389864/753280_1630149382579_10063?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/707105_1620885339276641.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
804,도봉구,도봉관,3.9,서울특별시 도봉구 노해로 261 더럭스나인,02-991-1231,카페 / 디저트,만원 미만,무료주차 가능,12:00 - 22:00,"https://mp-seoul-image-production-s3.mangoplate.com/413291/627630_1640923055939_8949?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/413291/627630_1640923055940_8951?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/413291/627630_1640923055940_8955?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
805,도봉구,동적불고기,3.9,서울특별시 도봉구 도봉로109길 30 1F,02-906-9732,고기 요리,만원-2만원,주차공간없음,11:30 - 24:00,"https://mp-seoul-image-production-s3.mangoplate.com/43746/335621_1451725860391_23243?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/43746/489917_1639361672830_13356?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/858554_1630758086509951.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
806,도봉구,무수옥,3.8,서울특별시 도봉구 도봉로165길 15,02-954-6292,탕 / 찌개 / 전골,만원-2만원,무료주차 가능,"월-토: 10:00 - 22:00
일: 09:00 - 21:00","https://mp-seoul-image-production-s3.mangoplate.com/1858872_1609142759858604.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/12820/860350_1580353478548_9101?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/12820/164062_1556687359649_11279?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
807,도봉구,카페작약,3.8,서울특별시 도봉구 도봉로118길 10 2F,070-7740-0259,카페 / 디저트,만원 미만,주차공간없음,12:00 - 21:50,"https://mp-seoul-image-production-s3.mangoplate.com/2029203_1629201547240801.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/2029203_1629201547592371.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/2029203_1629201547856042.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
808,도봉구,더블도어,3.8,서울특별시 도봉구 우이천로 354,02-992-5525,브런치 / 버거 / 샌드위치,만원 미만,11:00 - 22:00,15:30 - 17:00,"https://mp-seoul-image-production-s3.mangoplate.com/357487/1297600_1595396983800_16446?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/969088_1587889421954336.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1421519_1579262902902509.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
809,도봉구,피자리아150길,3.7,서울특별시 도봉구 도봉로150다길 64,070-7519-4907,이탈리안,만원-2만원,주차공간없음,"월-금: 11:30 - 22:00
토: 12:00 - 22:00
일: 13:00 - 21:00","https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/464577_1487806489244937.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/282135/627630_1619671919437_4896?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/282135/627630_1619671919437_4898?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
810,도봉구,히피스베이글,3.7,서울특별시 강북구 삼양로 528,02-906-6778,카페 / 디저트,만원 미만,주차공간없음,08:30 - 20:30,"https://mp-seoul-image-production-s3.mangoplate.com/187830/1528015_1613477437974_3894?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/591822_1591322664956847.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/187830/1626152_1583918297985_117421?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
811,도봉구,노말키친,3.7,서울특별시 도봉구 도봉로114길 29,070-8860-3899,퓨전 양식,만원 미만,주차공간없음,11:00 - 유동적,"https://mp-seoul-image-production-s3.mangoplate.com/576286_1493735968048286.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1968189_1629017871474844.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/408471_1603460137080892.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
812,도봉구,윤짬뽕,3.7,서울특별시 도봉구 방학로 183,02-6105-0211,정통 중식 / 일반 중식,만원 미만,주차공간없음,11:00 - 22:00,"https://mp-seoul-image-production-s3.mangoplate.com/1527456_1589521083145070.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1527456_1589521083963610.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/346672/778714_1538883905824_25807?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
813,도봉구,하누소,3.7,서울특별시 도봉구 노해로 327,02-900-9900,고기 요리,만원-2만원,유료주차 가능,11:00 - 22:00,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/380137_1456799307200731.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/57242_1633936131281487.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/57242_1633936132867902.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
814,도봉구,꿀소담,3.7,서울특별시 도봉구 해등로16길 67,010-5810-1512,카페 / 디저트,만원 미만,주차공간없음,"월-금: 09:00 - 21:00
토-일: 09:00 - 17:00","https://mp-seoul-image-production-s3.mangoplate.com/350584/627630_1623677908968_4354?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/350584/627630_1623677908968_4356?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/350584/627630_1623677908968_4357?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
815,도봉구,메이다이닝,3.6,서울특별시 도봉구 도봉로169길 208,02-955-7722,스테이크 / 바베큐,2만원-3만원,무료주차 가능,11:30 - 22:00,"https://mp-seoul-image-production-s3.mangoplate.com/44105/yrf7dsoud5lowg.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1746005_1613913074999665.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1746005_1613913075814152.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
816,도봉구,뮤즈서울,3.6,서울특별시 도봉구 도봉로110다길 51 111호,010-2983-7250,카페 / 디저트,만원 미만,주차공간없음,"월-금: 12:00 - 20:00
토: 12:00 - 17:00","https://mp-seoul-image-production-s3.mangoplate.com/339501/627630_1513244983202_9255?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/521948_1603858642741145.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/339501/627630_1598545734981_425350?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
817,도봉구,미미,3.6,서울특별시 도봉구 도봉로112길 20,02-6402-1511,정통 중식 / 일반 중식,만원-2만원,유료주차 가능,11:30 - 22:00,"https://mp-seoul-image-production-s3.mangoplate.com/325640/627630_1515643273217_28460?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/47750_1623334992303493.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/325640/972609_1520094676674_5656?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
818,도봉구,창동두리네곱창,3.6,서울특별시 도봉구 해등로16길 46,02-997-2867,고기 요리,만원-2만원,주차공간없음,16:00 - 02:00,"https://mp-seoul-image-production-s3.mangoplate.com/351926/1903456_1616905445624_8386?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/351926/1903456_1616905445624_8385?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1074584_1582669595232178.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
819,도봉구,창동짬뽕,3.5,서울특별시 도봉구 노해로63길 84,02-900-0771,정통 중식 / 일반 중식,만원 미만,주차공간없음,11:30 - 22:00,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/490903_1460285924239861.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/31606_1586417419789261.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/31606_1586417425163216.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
820,도봉구,사이코우스시,3.3,서울특별시 도봉구 방학로7길 99,02-999-4298,회 / 스시,만원-2만원,무료주차 가능,11:00 - 22:30,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/102358_1448349418134.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/31606_1590128185623787.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/31606_1590128186588386.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
821,도봉구,카페고르,3.3,서울특별시 도봉구 도봉로112길 38 1F,010-6833-1091,카페 / 디저트,만원 미만,주차공간없음,10:00 - 22:00,"https://mp-seoul-image-production-s3.mangoplate.com/363216/489917_1620366971248_1620366953476.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/479730_1617805984258022.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/479730_1617805985085572.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
822,도봉구,리틀방콕,3.3,서울특별시 도봉구 도봉로114길 22,02-900-6355,태국 음식,만원 미만,주차공간없음,11:30 - 22:00,"https://mp-seoul-image-production-s3.mangoplate.com/47750_1588563238936966.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/47750_1588563245500881.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/47750_1588563247075253.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
823,도봉구,스시혼,2.9,서울특별시 도봉구 도봉로110길 8,02-993-3290,회 / 스시,2만원-3만원,무료주차 가능,11:30 - 21:30,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/607263_1471753519149442.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/14907/1003175_1585207157004_2387?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/14907/1003175_1585207157004_2392?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
824,동대문구,시키카츠,4.7,서울특별시 동대문구 회기로 110,02-6081-8753,까스 요리,만원-2만원,주차공간없음,11:00 - 21:00,"https://mp-seoul-image-production-s3.mangoplate.com/sources/web/restaurants/407982/894765_1613026516557?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1813973_1641084865247004.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1813973_1641084865657293.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
825,동대문구,어머니대성집,4.5,서울특별시 동대문구 왕산로11길 4,02-923-1718,탕 / 찌개 / 전골,만원 미만,무료주차 가능,"월: 18:00 - 24:00
화-토: 00:00 - 24:00
일: 00:00 - 15:00","https://mp-seoul-image-production-s3.mangoplate.com/33200_1496408726698486.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1557/633283_1641352441175_24830?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1557/633283_1641352441175_24831?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
